load_0_p_mw,load_0_q_mvar,load_1_p_mw,load_1_q_mvar,load_2_p_mw,load_2_q_mvar,load_3_p_mw,load_3_q_mvar,load_4_p_mw,load_4_q_mvar,load_5_p_mw,load_5_q_mvar,load_6_p_mw,load_6_q_mvar,load_7_p_mw,load_7_q_mvar,load_8_p_mw,load_8_q_mvar,load_9_p_mw,load_9_q_mvar,load_10_p_mw,load_10_q_mvar,load_11_p_mw,load_11_q_mvar,load_12_p_mw,load_12_q_mvar,load_13_p_mw,load_13_q_mvar,load_14_p_mw,load_14_q_mvar,load_15_p_mw,load_15_q_mvar,load_16_p_mw,load_16_q_mvar,load_17_p_mw,load_17_q_mvar,sgen_bus_1_p_mw,sgen_bus_1_q_mvar,sgen_bus_2_p_mw,sgen_bus_2_q_mvar,sgen_bus_3_p_mw,sgen_bus_3_q_mvar,sgen_bus_4_p_mw,sgen_bus_4_q_mvar,sgen_bus_5_p_mw,sgen_bus_5_q_mvar,sgen_bus_6_p_mw,sgen_bus_6_q_mvar,sgen_bus_7_p_mw,sgen_bus_7_q_mvar,sgen_bus_8_p_mw,sgen_bus_8_q_mvar,sgen_bus_9_p_mw,sgen_bus_9_q_mvar,sgen_bus_10_p_mw,sgen_bus_10_q_mvar,sgen_bus_11_p_mw,sgen_bus_11_q_mvar,sgen_bus_12_p_mw,sgen_bus_12_q_mvar,sgen_bus_13_p_mw,sgen_bus_13_q_mvar,sgen_bus_14_p_mw,sgen_bus_14_q_mvar
13.7878720372054,2.5106801851513008,0.20725314161411687,0.07012027548146917,0.5537912507006633,0.11587989635047846,0.606438274036358,0.17823393625301118,0.6088106104456641,0.1103783102657603,0.5232885211106103,0.1433169437508087,0.5394091814956384,0.12242749018408279,0.25787352292439597,0.067470026428107,15.201280815351984,2.827481683726249,0.1914683106227792,0.04797414747870684,5.898105582815601,1.451534371197531,0.16729099830356672,0.112909241677997,0.07882762927105146,0.057428970061960745,0.5577916347504835,0.45866921258101123,0.04988030951950499,0.04751244930549157,5.951155071561739,1.8797917195429605,0.04010668774404708,0.026474705779142224,0.30169130086070445,0.21727296273325442,0.6805866472819686,-0.031780094787273686,,,,,,,,,,,,,,,,,,,,,,,,,,
13.078755289604322,2.5281675692125165,0.29684125264580064,0.06994263769664572,0.5046432815166362,0.09808904977863345,0.5554307887508726,0.23219960749572988,0.6062967564672855,0.16845475759562192,0.7539060795747505,0.1670129284514273,0.39151616735897876,0.11146095747315309,0.2887387991668898,0.07987198742129771,15.642769044296404,3.3126967042872706,0.1862189486114239,0.056718316709100686,5.273151882273113,2.0273153350256004,0.2656522504870927,0.16076497700227962,0.07600234961951104,0.05119577588291507,0.45604716904293546,0.4062718036104381,0.07502338019035279,0.04160512719497303,6.414098068478198,1.5288756818793678,0.0383417340562599,0.020543814689931016,0.36238884456327364,0.1725927317772354,0.13054708720551042,-0.03588081530422803,,,,,,,,,,,,,,,,,,,,,,,,,,
10.645170429158695,2.563285309884626,0.28007813578293894,0.05165065849859756,0.43453709671963503,0.09929947592131153,0.5154213095604343,0.23277820628071091,0.4707534117661925,0.12502498137490273,0.4864188463613652,0.1875663109143034,0.4477992441063241,0.13920767640750087,0.3005665997519846,0.058990120410699634,12.059102276146595,3.383202645298265,0.21775326223987354,0.04330812251662712,5.735427256216146,1.3279055161306101,0.17658394835915622,0.1306950512473623,0.056958547956950184,0.04024620556220496,0.5579808851309254,0.308680897904146,0.05036243196061013,0.03920444762086411,6.087831980719838,1.9497375436507236,0.038493860609769615,0.019406007958107138,0.24092998117130202,0.2206580985640685,0.29087052106089895,-0.027784502174110267,,,,,,,,,,,,,,,,,,,,,,,,,,
15.01454854004259,3.674919223196748,0.3079575417301489,0.07549014323636173,0.3089783489190063,0.12920144981633747,0.6895326996220505,0.1793785388692804,0.699402443728008,0.10088689354695903,0.4423848673380232,0.12294181560793753,0.4512933783708678,0.11884895005187049,0.25590711157754414,0.05975152787950031,18.08728689250139,2.1940377435515517,0.26148326433491603,0.04514712422684453,5.8748278043204545,2.065043078405041,0.17773255178803352,0.10536781184047218,0.08880282622102359,0.05698891848989491,0.7122929510264945,0.44507802873296914,0.06541683341733305,0.03905280010004376,5.208520771737262,1.3822671049813522,0.024640872999784437,0.016882879903494616,0.42237919160970905,0.2242758080048678,0.4523093002053606,-0.17345827458079124,,,,,,,,,,,,,,,,,,,,,,,,,,
13.471183694279942,2.282510451991377,0.24943474889838932,0.052952105866569524,0.3755728089491529,0.0936046537571372,0.555001498151342,0.2042351754883671,0.702416573552669,0.10673909514856175,0.4576385382295358,0.15684183472004237,0.5848503985917491,0.1384018340145056,0.3250792562833922,0.10194838084450843,14.291992484548032,3.3385255185174816,0.22927066003420335,0.060503219518185415,5.679885919952356,1.1632704393568776,0.19311185325993,0.14015252142192852,0.08157471828018305,0.056018370382809754,0.4496039867551074,0.4341246007749468,0.08590999094668045,0.03288056855553604,3.605167565235481,2.125200371158846,0.03462058837309976,0.015705891105601593,0.28173755898066255,0.25609532773039945,0.5633061185506867,-0.24591668928919141,,,,,,,,,,,,,,,,,,,,,,,,,,
14.79001821306389,3.263103707564205,0.26291743113596494,0.08595705115882836,0.44920723867134776,0.10909010816564546,0.8558655504196948,0.18455825320946015,0.6333336204787618,0.16580810343392816,0.6516512643513667,0.13555208456554982,0.44205970437567527,0.14115306136848912,0.3707903003114601,0.05944357859174581,13.041893794559432,2.2930994987187727,0.15891540614711736,0.05747524242710802,6.065264003650689,2.012819239840987,0.27502393637131956,0.16899014134685383,0.05723973912015931,0.03642646263619519,0.48399753276606533,0.36684315638045306,0.06254354478670476,0.034990287631013514,5.309129426757506,1.7721186779415719,0.03775250159139222,0.01878908464155786,0.3275270919427149,0.25341219719758457,0.1187442602417562,0.020723523201337826,,,,,,,,,,,,,,,,,,,,,,,,,,
19.254847420519003,3.210580953506991,0.2559563761416099,0.06836815245056924,0.5346440064265893,0.0887886104274615,0.8614462386996351,0.13428547563090562,0.6037561361019198,0.14616170170663137,0.43348720237371324,0.13677902873057926,0.5467664575898898,0.09394903669519981,0.23515503497346238,0.10449821284973752,12.689796330261075,3.8962710232486475,0.15699976978909072,0.050425549110505334,4.780667015935147,1.1710543613385984,0.23418459173808,0.14931803105868244,0.08236073560862618,0.04103700788238897,0.72385415812253,0.4467579514746011,0.049597975719009695,0.030333775103605548,4.478582830809154,1.212905088224909,0.026672353700560297,0.02062862431447687,0.24937959200772467,0.18510213336129053,0.5517124283277838,-0.14762732642683377,,,,,,,,,,,,,,,,,,,,,,,,,,
12.402285988121566,3.724536088664762,0.21519692597169768,0.08765597092125908,0.4823779636922931,0.12111016501409406,0.9170857171183979,0.1674731612964108,0.44607865296914617,0.15807641245126944,0.670961709481277,0.1364795884254425,0.3462915182950604,0.10232747630625083,0.3905316572695036,0.07180959639198563,14.295974498468382,3.3473217849468364,0.17899093788630133,0.06545762967226808,4.059249460527002,1.3949026132153728,0.2416421550084807,0.1490003829408442,0.08823792397469331,0.052173443179882796,0.7055995944223805,0.29963336657336026,0.08241662746743444,0.04256191429428209,4.284347516744356,1.296208942897985,0.038685538768730425,0.024793137544646782,0.2536713324612182,0.1670403762390591,0.631620846055199,0.21565890554253733,,,,,,,,,,,,,,,,,,,,,,,,,,
11.811351778319564,2.854430822894999,0.30988520006320286,0.08290868977054508,0.48061451378596515,0.08429925783638113,0.8979186954385195,0.18322274619661874,0.6527201805202315,0.13760689983445032,0.6539140741547135,0.17816747975310643,0.43293195641874055,0.12411997853826773,0.4171252324603276,0.07247208973565114,15.1473586282493,2.8898208053857832,0.265719474551664,0.051790593552892034,4.369126391252664,1.6183357253890607,0.26036889032266886,0.12279561433463246,0.09833286603054495,0.0368724659858671,0.6671081029912117,0.31531703218889945,0.08640237709786677,0.03863978359937144,5.491267119816198,1.8298864373425117,0.03878770713169933,0.02036311327077366,0.3304757061482391,0.17642876566937277,0.15232359659455721,0.0408660461089814,,,,,,,,,,,,,,,,,,,,,,,,,,
12.361102973249466,2.921733988389192,0.2975942899419391,0.05762688860859613,0.4085257634053992,0.07831137007174306,0.702520036424884,0.13494483893786052,0.3946180756775343,0.10999344671033606,0.42850317809116206,0.11287740935355674,0.5930472918308897,0.14204306095634395,0.32146656673395907,0.10418368745981452,15.563416862582878,2.3283746643340364,0.24809763393393475,0.053888283965216804,4.270147112733307,2.022328142038426,0.24543709233408384,0.11298606340473184,0.0936552541455322,0.039921164671421316,0.4524734858525058,0.33357152498036224,0.0479972207682098,0.0361683620623189,5.134256510627122,1.4327996961927005,0.026470575369535714,0.024898934021852604,0.2806081233558634,0.205012655376327,0.060172897502054484,-0.020390742659750855,,,,,,,,,,,,,,,,,,,,,,,,,,
